I7,Mean #0,Max #0,Time #0,Mean #1,Max #1,Time #1,Mean #2,Max #2,Time #2,Mean #3,Max #3,Time #3,Mean #4,Max #4,Time #4,Mean #5,Max #5,Time #5,Mean #6,Max #6,Time #6,Mean #7,Max #7,Time #7,Mean #8,Max #8,Time #8,Mean #9,Max #9,Time #9,Mean #10,Max #10,Time #10,Mean #11,Max #11,Time #11,Mean #12,Max #12,Time #12,Mean #13,Max #13,Time #13,Mean #14,Max #14,Time #14,Mean #15,Max #15,Time #15,Mean #16,Max #16,Time #16,Mean #17,Max #17,Time #17,Mean #18,Max #18,Time #18,Mean #19,Max #19,Time #19,Mean #20,Max #20,Time #20,Mean #21,Max #21,Time #21,Mean #22,Max #22,Time #22,Mean #23,Max #23,Time #23,Mean #24,Max #24,Time #24,Mean #25,Max #25,Time #25,Mean #26,Max #26,Time #26,Mean #27,Max #27,Time #27,Mean #28,Max #28,Time #28,Mean #29,Max #29,Time #29,Mean #30,Max #30,Time #30,Mean #31,Max #31,Time #31,Mean #32,Max #32,Time #32,Mean #33,Max #33,Time #33,Mean #34,Max #34,Time #34,Mean #35,Max #35,Time #35,Mean #36,Max #36,Time #36,Mean #37,Max #37,Time #37,Mean #38,Max #38,Time #38,Mean #39,Max #39,Time #39,Mean #40,Max #40,Time #40,Mean #41,Max #41,Time #41,Mean #42,Max #42,Time #42,Mean #43,Max #43,Time #43,Mean #44,Max #44,Time #44,Mean #45,Max #45,Time #45,Mean #46,Max #46,Time #46,Mean #47,Max #47,Time #47,Mean #48,Max #48,Time #48,Mean #49,Max #49,Time #49,Mean #50,Max #50,Time #50,Mean #51,Max #51,Time #51,Mean #52,Max #52,Time #52,Mean #53,Max #53,Time #53,Mean #54,Max #54,Time #54,Mean #55,Max #55,Time #55,Mean #56,Max #56,Time #56,Mean #57,Max #57,Time #57,Mean #58,Max #58,Time #58,Mean #59,Max #59,Time #59,Mean #60,Max #60,Time #60,Mean #61,Max #61,Time #61,Mean #62,Max #62,Time #62,Mean #63,Max #63,Time #63,Mean #64,Max #64,Time #64,Mean #65,Max #65,Time #65,Mean #66,Max #66,Time #66,Mean #67,Max #67,Time #67,Mean #68,Max #68,Time #68,Mean #69,Max #69,Time #69,Mean #70,Max #70,Time #70,Mean #71,Max #71,Time #71,Mean #72,Max #72,Time #72,Mean #73,Max #73,Time #73,Mean #74,Max #74,Time #74,Mean #75,Max #75,Time #75,Mean #76,Max #76,Time #76,Mean #77,Max #77,Time #77,Mean #78,Max #78,Time #78,Mean #79,Max #79,Time #79,Mean #80,Max #80,Time #80,Mean #81,Max #81,Time #81,Mean #82,Max #82,Time #82,Mean #83,Max #83,Time #83,Mean #84,Max #84,Time #84,Mean #85,Max #85,Time #85,Mean #86,Max #86,Time #86,Mean #87,Max #87,Time #87,Mean #88,Max #88,Time #88,Mean #89,Max #89,Time #89,Mean #90,Max #90,Time #90,Mean #91,Max #91,Time #91,Mean #92,Max #92,Time #92,Mean #93,Max #93,Time #93,Mean #94,Max #94,Time #94,Mean #95,Max #95,Time #95,Mean #96,Max #96,Time #96,Mean #97,Max #97,Time #97,Mean #98,Max #98,Time #98,Mean #99,Max #99,Time #99
Genetic Algorithm,49.8,53,3.338785481452942,44.8,47,3.3173853874206545,57.4,60,3.1175241708755492,50.3,53,3.1647411346435548,44.4,47,3.4260107278823853,40.0,41,3.2655834436416624,50.4,54,3.250592827796936,44.9,47,3.726277780532837,51.8,55,3.446636438369751,41.6,46,3.0501394987106325,50.9,54,3.0283107280731203,59.6,62,3.3989797115325926,51.6,53,3.3794846057891847,43.9,47,3.3376471757888795,58.8,61,3.3354249238967895,45.5,48,3.3517095327377318,66.1,68,3.2367669105529786,54.7,57,3.4272009134292603,49.3,51,3.0587693214416505,49.1,51,3.287827467918396,41.2,45,3.1761675596237184,48.1,50,3.391643595695496,49.5,53,3.312136435508728,53.0,55,3.375975179672241,51.9,54,3.2085105419158935,50.1,52,3.1540324687957764,57.5,60,3.3907243728637697,48.4,52,3.509584927558899,44.5,47,3.180026984214783,49.5,53,3.4098561286926268,56.5,59,3.1362038373947145,50.4,53,3.334535312652588,47.9,50,3.5964744329452514,58.4,61,3.2379310369491576,50.7,52,3.439928984642029,51.3,53,3.409798002243042,56.4,59,3.344615912437439,53.9,57,3.488755202293396,49.7,52,3.3289671182632445,50.5,53,3.2423465967178347,55.8,57,3.360498571395874,45.1,48,3.4380512952804567,46.0,48,3.231479620933533,52.1,53,3.1680179595947267,44.7,48,3.401193642616272,49.9,54,3.063544750213623,41.1,43,3.2791343927383423,54.1,56,3.129580521583557,62.5,65,3.1281230211257935,48.9,51,3.4531227588653564,46.6,48,3.3524290561676025,47.0,49,3.1539391040802003,48.0,50,3.315841865539551,49.2,51,3.411469650268555,52.7,55,3.3327905893325807,52.6,56,3.358078861236572,42.9,45,3.094816303253174,51.7,55,3.281240463256836,53.0,55,3.3749313592910766,50.2,52,3.3717565059661867,49.1,51,3.1672629356384276,54.1,57,3.196753168106079,53.0,55,3.552993631362915,50.3,53,3.3712227821350096,56.3,58,3.056849789619446,44.6,49,3.062386417388916,61.4,64,3.2018882274627685,47.9,50,3.5220179319381715,46.6,49,3.4550552129745484,56.4,58,3.286141777038574,48.3,50,3.4220534801483153,47.9,52,3.0938740730285645,50.7,52,3.3989959001541137,54.4,57,3.2849964141845702,48.1,50,2.970456027984619,48.8,52,3.3316555976867677,55.6,58,3.4695011615753173,43.5,48,3.20493426322937,52.3,54,3.039925718307495,48.7,50,3.338134741783142,41.7,44,3.184533452987671,47.9,49,3.243741250038147,55.5,58,3.382439684867859,42.9,45,3.315909433364868,51.0,53,3.492600679397583,60.1,62,3.190470004081726,51.1,52,3.2473578453063965,55.0,57,3.2120748281478884,59.6,61,3.426968145370483,48.2,50,3.4050546407699587,58.7,61,3.3032417058944703,60.7,63,2.995716595649719,46.8,49,3.171735668182373,51.3,55,3.230224084854126,43.8,46,3.4380417346954344,54.1,57,3.4153992176055907,53.6,56,3.3664507627487184,49.5,52,3.389197063446045,51.6,55,3.331001353263855,55.6,59,3.1831103801727294
Memetic Algorithm,50.9,55,42.73146858215332,46.0,47,40.01541159152985,58.5,61,36.905961060523985,51.1,53,38.29336876869202,44.9,48,45.09339301586151,40.6,43,38.82539825439453,52.2,54,42.03264920711517,45.7,48,49.539335656166074,51.3,55,44.76602101325989,41.6,44,31.93654763698578,52.5,54,37.78554489612579,61.1,64,44.07802402973175,53.3,55,42.00860228538513,45.4,47,41.91673436164856,60.8,63,43.20680105686188,45.8,48,41.8065438747406,67.0,69,40.83594605922699,56.9,60,44.91729209423065,49.1,51,37.135455632209776,50.3,51,38.9932361125946,41.6,45,37.42198119163513,47.9,50,41.45366723537445,50.2,53,39.69667181968689,53.6,55,40.41602303981781,53.7,56,40.11750648021698,51.2,53,33.29217131137848,59.0,61,43.883153438568115,49.6,53,44.46501681804657,44.9,46,35.4497936964035,50.6,54,44.64167671203613,57.0,59,37.090453433990476,50.5,54,41.49429435729981,48.6,51,47.062395858764646,59.0,61,41.55584421157837,51.3,54,42.7775218963623,52.9,56,43.03483386039734,58.4,62,44.34702053070068,52.6,56,41.899996519088745,50.1,51,41.177458667755126,51.8,54,42.256342959403995,56.0,59,39.389601254463194,44.7,47,44.036982440948485,46.0,48,34.382834458351134,51.7,54,33.96646494865418,44.6,48,45.390122699737546,49.4,51,34.984173727035525,40.9,42,36.11314477920532,54.2,57,38.2938747882843,62.8,65,34.46706492900849,47.8,49,40.73944907188415,48.3,50,43.39565601348877,47.5,50,35.30290622711182,48.7,51,40.18504958152771,49.1,51,40.02204658985138,53.1,56,41.533142232894896,54.3,57,42.422977924346924,43.7,45,35.79427332878113,53.6,56,41.81920149326324,54.4,57,41.991016912460324,49.8,51,43.83877158164978,48.7,52,35.97959089279175,56.3,60,39.22272458076477,53.8,56,48.626641273498535,50.8,52,44.3917471408844,56.0,58,32.603310990333554,46.3,49,35.872770595550534,63.2,64,37.74004871845246,49.5,52,49.17374751567841,46.2,48,41.04266731739044,56.8,59,35.355826354026796,48.7,51,43.183425068855286,47.8,51,35.520213437080386,51.9,54,43.40790901184082,52.5,55,37.72504870891571,49.0,53,34.26967921257019,49.9,54,33.59882230758667,55.6,58,44.80120074748993,44.3,47,35.64200112819672,51.9,55,33.6362842798233,48.6,53,44.63907339572906,43.6,46,37.62589700222016,49.3,52,36.93846445083618,56.7,59,46.050296020507815,42.3,44,37.58642425537109,51.6,54,48.70767891407013,60.5,63,37.50856101512909,52.4,54,41.30038712024689,56.6,59,36.87196979522705,61.7,64,41.8114075422287,49.4,53,45.734037256240846,59.1,61,37.87092776298523,61.7,65,31.740474581718445,48.6,50,38.09927632808685,51.4,54,36.053389716148374,44.2,47,41.32534909248352,54.8,58,45.33378601074219,54.1,57,37.924197697639464,50.5,52,43.08720636367798,51.1,54,41.46709501743317,56.3,58,37.57291476726532
