realCase,Mean (0.0; 0),Max (0.0; 0),Mean hits (0.0; 0),real fitness (0.0; 0),Time (0.0; 0),Mean (0.0; 1),Max (0.0; 1),Mean hits (0.0; 1),real fitness (0.0; 1),Time (0.0; 1),Mean (0.0; 2),Max (0.0; 2),Mean hits (0.0; 2),real fitness (0.0; 2),Time (0.0; 2),Mean (0.0; 3),Max (0.0; 3),Mean hits (0.0; 3),real fitness (0.0; 3),Time (0.0; 3),Mean (0.0; 4),Max (0.0; 4),Mean hits (0.0; 4),real fitness (0.0; 4),Time (0.0; 4),Mean (0.0; 5),Max (0.0; 5),Mean hits (0.0; 5),real fitness (0.0; 5),Time (0.0; 5),Mean (0.1; 0),Max (0.1; 0),Mean hits (0.1; 0),real fitness (0.1; 0),Time (0.1; 0),Mean (0.1; 1),Max (0.1; 1),Mean hits (0.1; 1),real fitness (0.1; 1),Time (0.1; 1),Mean (0.1; 2),Max (0.1; 2),Mean hits (0.1; 2),real fitness (0.1; 2),Time (0.1; 2),Mean (0.1; 3),Max (0.1; 3),Mean hits (0.1; 3),real fitness (0.1; 3),Time (0.1; 3),Mean (0.1; 4),Max (0.1; 4),Mean hits (0.1; 4),real fitness (0.1; 4),Time (0.1; 4),Mean (0.1; 5),Max (0.1; 5),Mean hits (0.1; 5),real fitness (0.1; 5),Time (0.1; 5),Mean (0.2; 0),Max (0.2; 0),Mean hits (0.2; 0),real fitness (0.2; 0),Time (0.2; 0),Mean (0.2; 1),Max (0.2; 1),Mean hits (0.2; 1),real fitness (0.2; 1),Time (0.2; 1),Mean (0.2; 2),Max (0.2; 2),Mean hits (0.2; 2),real fitness (0.2; 2),Time (0.2; 2),Mean (0.2; 3),Max (0.2; 3),Mean hits (0.2; 3),real fitness (0.2; 3),Time (0.2; 3),Mean (0.2; 4),Max (0.2; 4),Mean hits (0.2; 4),real fitness (0.2; 4),Time (0.2; 4),Mean (0.2; 5),Max (0.2; 5),Mean hits (0.2; 5),real fitness (0.2; 5),Time (0.2; 5),Mean (0.3; 0),Max (0.3; 0),Mean hits (0.3; 0),real fitness (0.3; 0),Time (0.3; 0),Mean (0.3; 1),Max (0.3; 1),Mean hits (0.3; 1),real fitness (0.3; 1),Time (0.3; 1),Mean (0.3; 2),Max (0.3; 2),Mean hits (0.3; 2),real fitness (0.3; 2),Time (0.3; 2),Mean (0.3; 3),Max (0.3; 3),Mean hits (0.3; 3),real fitness (0.3; 3),Time (0.3; 3),Mean (0.3; 4),Max (0.3; 4),Mean hits (0.3; 4),real fitness (0.3; 4),Time (0.3; 4),Mean (0.3; 5),Max (0.3; 5),Mean hits (0.3; 5),real fitness (0.3; 5),Time (0.3; 5),Mean (0.4; 0),Max (0.4; 0),Mean hits (0.4; 0),real fitness (0.4; 0),Time (0.4; 0),Mean (0.4; 1),Max (0.4; 1),Mean hits (0.4; 1),real fitness (0.4; 1),Time (0.4; 1),Mean (0.4; 2),Max (0.4; 2),Mean hits (0.4; 2),real fitness (0.4; 2),Time (0.4; 2),Mean (0.4; 3),Max (0.4; 3),Mean hits (0.4; 3),real fitness (0.4; 3),Time (0.4; 3),Mean (0.4; 4),Max (0.4; 4),Mean hits (0.4; 4),real fitness (0.4; 4),Time (0.4; 4),Mean (0.4; 5),Max (0.4; 5),Mean hits (0.4; 5),real fitness (0.4; 5),Time (0.4; 5),Mean (0.5; 0),Max (0.5; 0),Mean hits (0.5; 0),real fitness (0.5; 0),Time (0.5; 0),Mean (0.5; 1),Max (0.5; 1),Mean hits (0.5; 1),real fitness (0.5; 1),Time (0.5; 1),Mean (0.5; 2),Max (0.5; 2),Mean hits (0.5; 2),real fitness (0.5; 2),Time (0.5; 2),Mean (0.5; 3),Max (0.5; 3),Mean hits (0.5; 3),real fitness (0.5; 3),Time (0.5; 3),Mean (0.5; 4),Max (0.5; 4),Mean hits (0.5; 4),real fitness (0.5; 4),Time (0.5; 4),Mean (0.5; 5),Max (0.5; 5),Mean hits (0.5; 5),real fitness (0.5; 5),Time (0.5; 5)
Genetic Algorithm,25.0,25,0.8,25,20.002915930747985,24.0,24,0.6,24,20.00447506904602,22.5,23,0.4,23,20.003518104553223,22.0,22,1.0,22,20.003208899497984,21.0,21,1.0,20,20.004648399353027,20.0,20,1.0,20,20.00457830429077,25.0,25,1.0,25,20.004156613349913,24.0,24,1.0,23,20.006446599960327,23.0,23,0.6,23,20.002533674240112,21.0,21,1.0,21,20.00602240562439,19.8,20,0.9,20,20.003449201583862,20.0,20,0.8,20,20.005344486236574,23.0,23,1.0,23,20.00575716495514,22.9,23,0.7,23,20.003785395622252,21.0,21,1.0,20,20.005478310585023,21.4,22,0.4,22,20.003351306915285,20.0,20,1.0,20,20.00417501926422,18.0,18,0.2,18,20.00591297149658,23.9,24,0.9,24,20.002734184265137,23.6,24,0.9,24,20.0030339717865,22.5,23,0.6,23,20.004348492622377,21.0,21,1.0,21,20.004879808425905,19.0,19,0.6,19,20.00561408996582,19.0,19,0.9,17,20.00389108657837,24.0,24,0.2,24,20.006794500350953,22.0,22,0.4,21,20.004986000061034,19.8,20,0.0,20,20.004799675941467,18.0,18,0.0,16,20.004832100868224,20.0,20,0.6,19,20.003491520881653,18.3,19,0.3,18,20.002258706092835,20.5,21,0.9,20,20.006020402908327,20.9,21,0.1,20,20.00480451583862,21.9,22,0.0,20,20.004889392852782,17.7,18,0.7,18,20.003782200813294,20.8,21,0.9,21,20.005232882499694,18.0,18,0.3,18,20.00380802154541
Memetic Algorithm,25.0,25,0.7,25,20.02096018791199,24.0,24,0.6,24,20.03470139503479,22.2,23,0.5,23,20.00930209159851,22.0,22,1.0,22,20.039072895050047,21.0,21,1.0,20,20.04077250957489,20.0,20,1.0,20,20.047465920448303,25.0,25,1.0,25,20.044684600830077,24.0,24,1.0,23,20.050789523124696,23.0,23,0.7,23,20.00336811542511,21.0,21,0.9,21,20.061999678611755,19.9,20,0.9,20,20.03057532310486,20.0,20,1.0,20,20.047717213630676,23.0,23,1.0,23,20.048689794540405,22.9,23,0.8,23,20.036392188072206,21.0,21,1.0,20,20.05602161884308,21.4,22,0.4,22,20.004111075401305,20.0,20,1.0,20,20.041991090774538,18.0,18,0.1,18,20.037923097610474,23.3,24,0.4,24,20.01367211341858,23.8,24,0.9,24,20.032612991333007,22.2,23,0.5,23,20.016899991035462,21.0,21,1.0,21,20.06188781261444,19.0,19,1.0,19,20.074029898643495,19.0,19,0.8,17,20.015232586860655,24.0,24,0.0,24,20.00469379425049,22.0,22,0.1,21,20.0342453956604,19.9,20,0.0,20,20.03116910457611,18.0,18,0.1,16,20.040386486053468,20.0,20,0.4,19,20.043158411979675,18.0,18,0.0,18,20.002828001976013,20.5,21,0.7,20,20.093445706367493,21.0,21,0.0,20,20.034085869789124,22.0,22,0.0,20,20.050366711616515,17.8,18,0.7,18,20.065176320075988,21.0,21,1.0,21,20.048907113075256,18.0,18,0.0,18,20.032565307617187
